,userID,tags
69,73,"{'electronic': 23, 'pop': 20, '80s': 20, 'new wave': 20, 'rock': 17}"
70,74,"{'pop': 24, 'female vocalists': 24, 'opera': 18, 'rock': 18, 'classical': 15}"
71,75,"{'pop': 31, 'dance': 19, 'female vocalists': 19, 'rock': 17, 'rnb': 15}"
72,76,"{'japanese': 27, 'female vocalists': 22, 'k-pop': 18, 'korean': 18, 'kpop': 15}"
73,77,"{'rock': 27, 'alternative': 23, 'indie': 21, 'indie rock': 15, 'british': 14}"
74,78,"{'idm': 27, 'electronic': 25, 'experimental': 22, 'ambient': 16, 'glitch': 10}"
75,79,"{'pop': 35, 'female vocalists': 24, 'soul': 16, 'rock': 14, 'rnb': 11}"
76,80,"{'metalcore': 33, 'hardcore': 24, 'metal': 16, 'post-hardcore': 14, 'deathcore': 14}"
77,81,"{'rap': 30, 'hip-hop': 25, 'gangsta rap': 17, 'hip hop': 16, 'west coast': 13}"
78,82,"{'indie': 40, 'indie rock': 19, 'indie pop': 15, 'alternative': 15, 'folk': 12}"
79,83,"{'turkish': 37, 'female vocalists': 20, 'folk': 16, 'pop': 14, 'world': 12}"
80,84,"{'rock': 27, 'hard rock': 23, 'classic rock': 18, 'heavy metal': 17, 'metal': 15}"
81,85,"{'rock': 34, 'hard rock': 20, 'alternative': 20, 'alternative rock': 15, 'metal': 11}"
82,86,"{'metalcore': 30, 'hardcore': 22, 'metal': 18, 'deathcore': 16, 'melodic death metal': 14}"
83,87,"{'pop': 34, 'female vocalists': 26, 'rnb': 17, 'dance': 12, 'soul': 10}"
84,88,"{'indie': 36, 'indie rock': 22, 'canadian': 19, 'indie pop': 12, 'alternative': 12}"
85,89,"{'rock': 31, 'alternative': 26, 'female vocalists': 15, 'alternative rock': 15, 'pop': 13}"
86,90,"{'rock': 28, 'country': 25, 'pop': 19, 'female vocalists': 17, 'classic rock': 11}"
87,91,"{'experimental': 29, 'alternative': 21, 'industrial': 19, 'post-punk': 17, 'rock': 14}"
88,92,"{'pop': 27, 'female vocalists': 24, 'dance': 21, 'electronic': 15, 'rnb': 12}"
89,94,"{'indie': 33, 'alternative': 24, 'indie rock': 18, 'rock': 16, 'british': 8}"
90,95,"{'pop': 33, 'female vocalists': 31, 'dance': 17, 'rnb': 12, 'singer-songwriter': 7}"
91,96,"{'pop': 30, 'rock': 26, '80s': 21, 'female vocalists': 13, 'new wave': 10}"
92,97,"{'indie': 30, 'indie rock': 23, 'alternative': 21, 'rock': 16, 'british': 11}"
93,98,"{'pop': 29, 'female vocalists': 24, 'dance': 21, 'rock': 17, 'rnb': 10}"
94,99,"{'alternative': 28, 'rock': 23, 'indie': 21, 'indie rock': 14, 'alternative rock': 14}"
95,100,"{'alternative': 26, 'indie': 25, 'rock': 24, 'indie rock': 14, 'british': 11}"
96,101,"{'rock': 31, 'alternative': 17, 'post-hardcore': 17, 'screamo': 17, 'hardcore': 17}"
97,102,"{'rock': 31, 'alternative': 24, 'indie': 20, 'singer-songwriter': 13, 'indie rock': 11}"
98,103,"{'rock': 33, 'alternative': 27, 'electronic': 13, 'alternative rock': 13, 'british': 13}"
99,104,"{'rock': 35, 'pop': 20, 'alternative': 18, 'pop rock': 15, 'pop punk': 12}"
100,105,"{'idm': 28, 'electronic': 28, 'experimental': 19, 'ambient': 15, 'glitch': 9}"
101,106,"{'8-bit': 23, '8bit': 23, 'hip-hop': 18, 'chiptune': 18, 'electronic': 18}"
102,107,"{'metal': 34, 'heavy metal': 24, 'rock': 16, 'alternative': 13, 'thrash metal': 13}"
103,108,"{'metal': 31, 'death metal': 25, 'black metal': 19, 'brutal death metal': 16, 'technical death metal': 9}"
104,109,"{'rock': 29, 'classic rock': 24, 'hard rock': 23, '80s': 19, 'glam rock': 6}"
105,110,"{'pop': 28, 'female vocalists': 26, 'dance': 16, 'k-pop': 15, 'korean': 15}"
106,111,"{'indie': 27, 'alternative': 22, 'rock': 20, 'indie rock': 17, 'electronic': 15}"
107,113,"{'rock': 29, 'metal': 29, 'alternative': 16, 'heavy metal': 13, 'hard rock': 13}"
108,114,"{'rock': 34, 'classic rock': 27, '80s': 14, 'hard rock': 14, 'british': 11}"
109,115,"{'blues': 32, 'blues rock': 22, 'rock': 20, 'guitar': 15, 'classic rock': 12}"
110,116,"{'hip-hop': 28, 'rap': 28, 'hip hop': 27, 'east coast rap': 10, 'underground hip-hop': 6}"
111,117,"{'80s': 29, 'pop': 26, 'new wave': 22, 'synthpop': 13, 'synth pop': 10}"
112,118,"{'metal': 30, 'metalcore': 22, 'hardcore': 19, 'rock': 15, 'finnish': 15}"
113,119,"{'metal': 37, 'melodic death metal': 17, 'progressive metal': 17, 'death metal': 17, 'swedish': 11}"
114,120,"{'female vocalists': 27, 'pop': 24, 'rnb': 22, 'soul': 14, 'dance': 14}"
115,121,"{'pop': 33, 'female vocalists': 28, 'rnb': 19, 'rock': 12, 'dance': 9}"
116,122,"{'jazz': 36, 'swing': 25, 'blues': 17, 'piano': 14, 'rhythm and blues': 8}"
117,123,"{'hardcore': 31, 'electronic': 28, 'indie': 19, 'post-hardcore': 11, 'hardcore punk': 11}"
118,124,"{'rock': 36, 'alternative': 20, 'russian rock': 18, 'russian': 18, 'punk': 9}"
119,125,"{'rock': 31, 'classic rock': 20, 'alternative': 17, 'pop': 17, '70s': 14}"
120,126,"{'pop': 29, 'rock': 23, 'female vocalists': 23, 'alternative': 14, 'electronic': 11}"
121,127,"{'rock': 33, 'hard rock': 26, 'alternative': 16, '80s': 12, 'alternative rock': 12}"
122,128,"{'rock': 25, 'alternative': 23, 'indie': 21, 'singer-songwriter': 19, 'pop': 12}"
123,129,"{'female vocalists': 35, 'pop': 33, 'rock': 11, 'dance': 11, 'british': 9}"
124,130,"{'female vocalists': 35, 'pop': 34, 'dance': 18, 'singer-songwriter': 7, 'rnb': 7}"
125,131,"{'reggae': 27, 'dub': 27, 'electronic': 19, 'roots reggae': 14, 'roots': 14}"
126,132,"{'pop': 34, 'female vocalists': 29, 'dance': 17, 'rnb': 13, 'hip-hop': 7}"
127,133,"{'pop': 35, 'female vocalists': 26, 'dance': 18, 'rnb': 14, 'hip-hop': 7}"
128,134,"{'pop': 32, 'female vocalists': 28, 'dance': 21, 'rnb': 13, 'hip-hop': 5}"
129,135,"{'pop': 32, 'female vocalists': 26, 'dance': 21, 'electronic': 13, 'ebm': 8}"
130,136,"{'pop': 29, 'female vocalists': 29, 'rnb': 19, 'dance': 16, 'soul': 7}"
131,137,"{'female vocalists': 27, 'electronic': 24, 'alternative': 17, 'pop': 17, 'rock': 15}"
132,139,"{'metal': 34, 'rock': 25, 'alternative': 16, 'punk': 12, 'metalcore': 12}"
133,140,"{'indie': 33, 'alternative': 25, 'rock': 18, 'indie rock': 16, 'folk': 8}"
134,141,"{'rock': 36, '80s': 19, 'classic rock': 15, 'female vocalists': 15, 'alternative': 15}"
135,142,"{'alternative': 23, 'electronic': 20, 'female vocalists': 20, 'indie': 20, 'experimental': 17}"
136,143,"{'pop': 26, 'rock': 25, 'classic rock': 19, 'female vocalists': 17, 'soul': 13}"
137,144,"{'pop': 33, 'dance': 19, 'female vocalists': 19, 'rnb': 17, 'soul': 12}"
138,145,"{'pop': 39, 'female vocalists': 26, 'singer-songwriter': 13, 'dance': 11, 'british': 11}"
139,146,"{'female vocalists': 31, 'pop': 31, 'dance': 15, 'rnb': 13, 'hip-hop': 10}"
140,147,"{'female vocalists': 31, 'pop': 31, 'rock': 15, 'dance': 13, 'pop rock': 10}"
141,148,"{'electronic': 31, 'alternative': 23, 'indie': 19, 'rock': 15, 'experimental': 12}"
142,149,"{'rock': 31, 'female vocalists': 22, 'alternative': 19, 'pop': 16, 'indie': 12}"
143,150,"{'pop': 38, 'female vocalists': 20, 'rock': 15, 'dance': 15, 'rnb': 12}"
144,151,"{'brazilian': 33, 'brasil': 26, 'mpb': 17, 'rock': 15, 'acoustic': 9}"
145,152,"{'rock': 30, 'alternative': 21, 'female vocalists': 20, 'pop': 17, 'indie': 11}"
146,153,"{'indie': 21, 'rock': 21, 'metal': 21, 'progressive metal': 21, 'alternative': 17}"
147,154,"{'rock': 30, 'metal': 30, 'pop': 13, 'heavy metal': 13, 'female fronted metal': 13}"
148,155,"{'post-punk': 25, 'gothic': 23, '80s': 18, 'punk': 18, 'rock': 16}"
149,156,"{'rock': 31, 'alternative': 27, 'indie': 21, 'british': 10, 'alternative rock': 10}"
150,157,"{'rock': 30, 'hard rock': 21, 'classic rock': 19, '80s': 15, 'heavy metal': 15}"
151,158,"{'female vocalists': 33, 'pop': 33, 'singer-songwriter': 13, 'dance': 11, 'rnb': 9}"
152,159,"{'pop': 29, 'female vocalists': 26, 'rock': 18, 'dance': 14, 'rnb': 12}"
153,161,"{'metal': 29, 'industrial': 24, 'melodic death metal': 16, 'gothic': 16, 'industrial metal': 16}"
154,162,"{'pop': 39, 'female vocalists': 24, 'rock': 16, 'male vocalists': 11, 'dance': 11}"
155,163,"{'country': 45, 'modern country': 22, 'pop': 14, 'female vocalists': 10, 'rock': 9}"
156,164,"{'rock': 30, 'alternative': 24, 'indie': 18, 'alternative rock': 16, 'progressive rock': 12}"
157,166,"{'rock': 31, 'alternative': 21, 'pop': 17, 'indie': 17, 'singer-songwriter': 14}"
158,168,"{'electronic': 30, 'indie': 28, 'experimental': 21, 'alternative': 11, 'indie rock': 11}"
159,170,"{'metal': 35, 'rock': 18, 'heavy metal': 18, 'thrash metal': 15, 'hard rock': 15}"
160,171,"{'indie': 29, 'alternative': 25, 'electronic': 17, 'rock': 15, 'british': 13}"
161,172,"{'rock': 27, 'alternative': 24, 'british': 18, 'indie': 16, 'electronic': 15}"
162,173,"{'rock': 30, 'alternative': 23, 'indie': 18, 'brazilian': 16, 'brasil': 14}"
163,174,"{'rock': 34, 'alternative': 21, 'indie': 18, 'alternative rock': 15, 'pop': 11}"
164,175,"{'country': 35, 'modern country': 19, 'pop': 19, 'female vocalists': 19, 'rock': 9}"
165,176,"{'alternative': 28, 'indie': 26, 'rock': 20, 'indie rock': 14, 'new wave': 12}"
166,177,"{'rock': 29, 'classic rock': 22, 'metal': 20, 'hard rock': 15, 'heavy metal': 15}"
167,178,"{'metal': 33, 'rock': 18, 'death metal': 18, 'progressive metal': 18, 'classic rock': 13}"
168,179,"{'rock': 32, 'pop': 24, 'female vocalists': 21, 'pop rock': 13, 'alternative': 11}"
169,180,"{'death metal': 29, 'metal': 29, 'brutal death metal': 18, 'technical death metal': 14, 'post-punk': 11}"
170,181,"{'russian': 27, 'rock': 25, 'alternative': 22, 'russian rock': 15, 'alternative rock': 10}"
171,182,"{'female vocalists': 23, 'rock': 23, 'pop': 20, 'singer-songwriter': 17, 'chillout': 17}"
172,183,"{'rock': 27, 'alternative': 22, 'new wave': 20, '80s': 20, 'female vocalists': 12}"
173,184,"{'alternative': 21, 'electronic': 21, 'female vocalists': 21, 'singer-songwriter': 18, 'rock': 18}"
174,185,"{'rock': 25, '80s': 25, 'pop': 20, 'new wave': 16, 'synthpop': 14}"
175,186,"{'rock': 32, 'female vocalists': 19, 'alternative': 17, 'alternative rock': 17, 'pop': 15}"
176,187,"{'rock': 33, 'classic rock': 19, '80s': 17, 'pop': 17, 'british': 14}"
177,188,"{'hard rock': 22, 'classic rock': 22, 'rock': 22, 'heavy metal': 22, 'rainbow': 11}"
178,189,"{'rock': 31, 'alternative': 28, 'alternative rock': 19, 'hard rock': 12, 'metal': 10}"
179,190,"{'dance': 29, 'pop': 24, 'eurodance': 20, '90s': 16, 'female vocalists': 11}"
180,191,"{'electronic': 29, 'rock': 25, 'alternative': 21, 'synthpop': 14, 'new wave': 11}"
181,192,"{'progressive': 26, 'metalcore': 26, 'deathcore': 17, 'mathcore': 17, 'experimental': 13}"
182,193,"{'electronic': 42, 'dance': 19, 'electro': 17, 'rock': 11, 'alternative': 11}"
183,194,"{'indie': 27, 'alternative': 27, 'rock': 17, 'electronic': 17, 'female vocalists': 12}"
184,195,"{'rock': 31, 'indie': 20, 'alternative': 20, 'classic rock': 15, 'indie rock': 15}"
185,196,"{'rock': 32, 'alternative': 25, 'indie': 16, 'indie rock': 14, 'british': 12}"
186,198,"{'hardcore': 25, 'metal': 23, 'metalcore': 23, 'rock': 16, 'screamo': 14}"
187,200,"{'rock': 34, 'classic rock': 26, '80s': 17, 'hard rock': 12, 'progressive rock': 10}"
188,201,"{'female vocalists': 35, 'pop': 21, 'rock': 18, 'electronic': 15, 'female fronted metal': 12}"
189,202,"{'metal': 39, 'rock': 22, 'heavy metal': 15, 'death metal': 12, 'hard rock': 12}"
190,203,"{'metalcore': 27, 'hardcore': 22, 'metal': 18, 'rock': 18, 'post-hardcore': 16}"
191,204,"{'punk': 29, 'punk rock': 22, 'rock': 19, 'pop punk': 15, 'indie': 15}"
192,205,"{'post-rock': 22, 'russian': 22, 'indie': 22, 'ambient': 17, 'electronic': 17}"
193,206,"{'rock': 32, 'british': 20, 'electronic': 20, 'indie': 15, 'alternative': 15}"
194,207,"{'female vocalists': 29, 'pop': 25, 'rock': 22, 'alternative': 15, 'dance': 9}"
195,208,"{'black metal': 28, 'metal': 28, 'death metal': 19, 'norwegian': 16, 'true norwegian black metal': 9}"
196,209,"{'pop': 29, 'female vocalists': 28, 'dance': 21, 'rnb': 15, 'soul': 7}"
197,210,"{'pop': 22, 'rock': 22, 'alternative': 20, 'electronic': 20, 'female vocalists': 15}"
198,211,"{'electronic': 26, 'alternative': 20, 'indie': 18, 'rock': 18, 'synthpop': 17}"
199,212,"{'power metal': 28, 'metal': 26, 'melodic metal': 16, 'heavy metal': 16, 'symphonic metal': 14}"
200,213,"{'metal': 27, 'rock': 21, 'metalcore': 21, 'hip-hop': 15, 'hardcore': 15}"
201,214,"{'pop': 29, 'rock': 24, 'soul': 17, 'rnb': 15, 'female vocalists': 15}"
202,215,"{'rock': 41, 'alternative': 22, 'alternative rock': 14, 'punk': 14, 'hard rock': 11}"
203,216,"{'electronic': 44, 'dance': 15, 'synthpop': 13, 'electronica': 13, 'pop': 13}"
204,217,"{'rock': 27, 'experimental': 23, 'electronic': 23, 'indie': 13, 'indie rock': 13}"
205,218,"{'rock': 39, 'alternative': 20, 'classic rock': 16, 'metal': 14, 'electronic': 11}"
206,219,"{'rock': 36, 'alternative': 26, 'alternative rock': 21, 'hard rock': 10, 'pop': 7}"
207,220,"{'alternative': 26, 'indie': 25, 'indie rock': 20, 'rock': 20, 'alternative rock': 9}"
208,223,"{'pop': 34, 'female vocalists': 26, 'dance': 16, 'rock': 13, 'rnb': 11}"
209,224,"{'80s': 31, 'new wave': 23, 'pop': 17, 'rock': 15, 'alternative': 13}"
210,225,"{'metal': 27, 'metalcore': 20, 'hardcore': 20, 'death metal': 18, 'deathcore': 14}"
211,226,"{'pop': 35, 'female vocalists': 24, 'rock': 15, 'pop rock': 13, 'dance': 13}"
212,227,"{'pop': 31, 'female vocalists': 27, 'dance': 16, 'korean': 13, 'kpop': 13}"
213,228,"{'country': 24, 'singer-songwriter': 24, 'folk': 19, 'rock': 17, 'americana': 17}"
214,229,"{'pop': 29, 'female vocalists': 29, 'rock': 21, 'rap': 11, 'rnb': 11}"
215,230,"{'pop': 44, 'female vocalists': 28, 'disney': 10, 'male vocalists': 10, 'j-pop': 8}"
216,231,"{'pop': 29, 'dance': 20, 'female vocalists': 20, 'rnb': 19, 'hip-hop': 12}"
217,232,"{'female vocalists': 30, 'pop': 27, 'rnb': 18, 'dance': 14, 'rock': 11}"
218,233,"{'pop': 32, 'female vocalists': 27, 'dance': 20, 'rock': 12, 'electronic': 10}"
219,234,"{'hip-hop': 29, 'hip hop': 26, 'rap': 24, 'psytrance': 10, 'psychedelic': 10}"
220,235,"{'progressive metal': 32, 'metal': 29, 'heavy metal': 15, 'rock': 12, 'folk metal': 12}"
221,236,"{'pop': 28, 'alternative': 24, 'rock': 17, 'rnb': 17, 'hip-hop': 14}"
222,237,"{'rock': 27, 'indie': 25, 'alternative': 24, 'british': 12, 'indie rock': 12}"
223,238,"{'jazz': 23, 'experimental': 23, 'free jazz': 23, 'italian': 17, 'avant-garde': 14}"
224,240,"{'pop': 39, 'dance': 20, 'female vocalists': 16, 'rock': 14, 'rnb': 11}"
225,241,"{'rock': 34, 'metal': 23, 'progressive metal': 14, 'classic rock': 14, 'doom metal': 14}"
226,242,"{'pop': 33, 'female vocalists': 29, 'dance': 18, 'rnb': 14, 'latin': 6}"
227,243,"{'female vocalists': 32, 'pop': 25, 'electronic': 20, 'dance': 12, 'alternative': 10}"
228,244,"{'pop': 29, 'female vocalists': 23, 'singer-songwriter': 17, 'rock': 17, 'alternative': 14}"
229,247,"{'rock': 26, 'alternative rock': 25, 'alternative': 23, 'post-grunge': 13, 'hard rock': 13}"
230,248,"{'pop': 28, 'dance': 24, 'female vocalists': 22, 'electronic': 13, 'rnb': 13}"
231,249,"{'rock': 32, 'female vocalists': 18, 'screamo': 18, 'alternative': 18, 'alternative rock': 15}"
232,250,"{'rock': 29, 'classic rock': 24, 'progressive rock': 22, 'metal': 12, '70s': 12}"
233,251,"{'rock': 31, 'brazilian': 21, 'punk': 18, 'hardcore': 15, 'punk rock': 15}"
234,252,"{'female vocalists': 37, 'pop': 32, 'dance': 13, 'rnb': 11, 'pop rock': 8}"
235,253,"{'pop': 33, 'female vocalists': 30, 'dance': 18, 'rock': 12, 'latin': 7}"
236,254,"{'punk rock': 25, 'punk': 22, 'pop punk': 19, 'rock': 19, 'hardcore': 13}"
237,255,"{'electronic': 35, 'idm': 21, 'experimental': 18, 'ambient': 15, 'alternative': 12}"
238,256,"{'pop': 27, 'female vocalists': 27, 'brazilian': 18, 'mpb': 16, 'brasil': 12}"
239,257,"{'ebm': 26, 'industrial': 23, 'electronic': 20, 'futurepop': 16, 'synthpop': 15}"
240,258,"{'pop': 38, 'female vocalists': 26, 'dance': 18, 'rnb': 11, 'pop rock': 7}"
241,259,"{'russian': 33, 'rock': 21, 'alternative': 21, 'hip-hop': 13, 'russian rock': 13}"
242,260,"{'pop': 34, 'soundtrack': 18, 'female vocalists': 18, 'soul': 16, 'classical': 13}"
243,261,"{'hardcore': 27, 'metalcore': 24, 'deathcore': 20, 'death metal': 16, 'screamo': 13}"
244,262,"{'italian': 25, 'alternative': 21, 'progressive rock': 21, 'new wave': 17, 'death metal': 17}"
245,263,"{'pop': 25, '80s': 25, 'new wave': 19, 'rock': 17, 'synthpop': 14}"
246,264,"{'pop': 23, '80s': 23, 'electronic': 21, 'rock': 18, 'synthpop': 15}"
247,265,"{'rock': 27, 'metal': 20, 'alternative': 20, 'post-hardcore': 16, 'metalcore': 16}"
248,266,"{'rock': 29, 'alternative': 19, 'indie': 19, 'british': 17, 'britpop': 16}"
249,267,"{'pop': 35, 'female vocalists': 29, 'rock': 12, 'indie': 12, 'pop rock': 10}"
250,268,"{'hard rock': 25, '80s': 23, 'hair metal': 19, 'rock': 19, 'classic rock': 15}"
251,269,"{'rock': 28, 'alternative': 25, 'alternative rock': 19, 'electronic': 14, 'pop': 14}"
252,270,"{'indie': 33, 'alternative': 20, 'electronic': 20, 'electro': 13, 'british': 13}"
253,271,"{'pop': 29, 'female vocalists': 28, 'dance': 19, 'rnb': 18, 'soul': 6}"
254,273,"{'hardcore': 29, 'post-hardcore': 21, 'screamo': 21, 'metalcore': 14, 'drum and bass': 14}"
255,274,"{'japanese': 32, 'j-pop': 22, 'female vocalists': 17, 'pop': 17, 'j-rock': 13}"
256,275,"{'new wave': 23, '80s': 23, 'synthpop': 21, 'rock': 16, 'electronic': 16}"
257,277,"{'alternative': 24, 'ebm': 22, 'dark electro': 19, 'industrial': 19, 'electronic': 16}"
258,278,"{'pop': 33, 'female vocalists': 26, 'dance': 19, 'rock': 13, 'electronic': 9}"
259,279,"{'hardcore': 22, 'metalcore': 22, 'deathcore': 19, 'punk rock': 19, 'pop punk': 17}"
260,280,"{'electronic': 28, 'female vocalists': 22, 'alternative': 20, 'rock': 16, 'indie': 14}"
261,281,"{'hard rock': 24, 'rock': 24, 'heavy metal': 20, '80s': 19, 'metal': 13}"
262,282,"{'rock': 37, 'classic rock': 24, 'hard rock': 17, 'progressive rock': 15, 'alternative rock': 7}"
263,283,"{'electronic': 30, 'trip-hop': 22, 'chillout': 19, 'downtempo': 18, 'lush': 10}"
264,284,"{'rock': 35, 'alternative': 26, 'alternative rock': 19, 'post-hardcore': 10, 'emo': 10}"
265,285,"{'rock': 26, 'hard rock': 22, 'heavy metal': 17, 'metal': 17, 'goregrind': 17}"
266,286,"{'pop': 38, 'female vocalists': 25, 'rnb': 14, 'dance': 14, 'pop rock': 9}"
